發文ID,,文章ID,發文時間,更新時間,樓層,留言內容,按讚數,withNickname,是否被作者隱藏,meta,性別,學校,個人主頁,是否為發文者,reportReason,mediaMeta,是否隱藏,inReview,reportReasonText,isSuspiciousAccount,isModerator,postAvatar,verifiedBadge,memberType
3f5dad50-bd25-454b-82ae-f7a82d41dc80,True,235996749,2021-05-15T10:32:30.645Z,2021-05-15T10:32:30.645Z,11,日本雅虎新聞下的留言清一色在替台灣加油欸,31.0,False,False,{},M,淡江大學,,False,,[],False,False,,False,False,,False,
0d2379bc-b18f-4fec-a3a3-94c0ea1032c4,True,235996749,2021-05-15T10:35:56.889Z,2021-05-15T10:35:56.889Z,12,5ch不就是和台灣的ptt或dcard一樣充滿一堆低能兒和社會敗類的論壇嗎😂，大概只有和他們程度一樣的才參考上面的言論吧,7.0,False,False,{},M,國立交通大學,,False,,[],False,False,,False,False,,False,
1656e2b1-fc09-4846-9b2b-8d9c0d6a903e,False,235996749,2021-05-15T11:17:21.205Z,2021-05-15T11:17:21.205Z,13,"痾...是在公啥
有人可以翻譯翻譯嗎...",0.0,True,False,{},F,愛唱歌的女紙,o._w_.o,False,,[],False,False,,False,False,,False,
939981f0-3b52-45d3-b70f-5a5123c8d9aa,True,235996749,2021-05-15T11:23:13.851Z,2021-05-15T11:23:13.851Z,14,日文不好不要亂翻好嗎,38.0,False,False,{},M,國立中山大學,,False,,[],False,False,,False,False,,False,
d47b8870-dc34-40d4-8030-d07da01a81c6,True,235996749,2021-05-15T11:25:13.216Z,2021-05-15T11:25:13.216Z,15,B2 燕麥紅茶拿鐵🥺,3.0,False,False,{},F,臺北城市科技大學,,False,,[],False,False,,False,False,,False,
31612da4-283a-491a-b8d0-9612a4cadf4f,True,235996749,2021-05-15T11:33:53.667Z,2021-05-15T11:33:53.667Z,16,"引戰仔下去啦
你的日文老師在哭ㄌ",17.0,False,False,{},F,文藻外語大學,,False,,[],False,False,,False,False,,False,
45d58d72-3c71-4d66-bfc2-b91a780e62b5,False,235996749,2021-05-15T11:38:43.147Z,2021-05-15T11:38:43.147Z,17,幫殖民地打氣應該沒什麼問題吧,0.0,True,False,{},M,隔壁老王,a2814542530,False,,[],False,False,,False,False,,False,
fb9c4658-b1b5-45e4-bfce-3283a03ba9d6,True,235996749,2021-05-15T11:55:25.735Z,2021-05-15T11:55:25.735Z,18,幹 沒看過日文那麼爛還要硬翻的人🤢🤮,27.0,False,False,{},F,靜宜大學,,False,,[],False,False,,False,False,,False,
7c15f871-ab9a-4022-8936-12f1a4f50fe3,True,235996749,2021-05-15T12:02:24.834Z,2021-05-15T12:02:24.834Z,19,"你的日文老師在哭了
日文爛就不要硬翻
下去啦",10.0,False,False,{},F,淡江大學,,False,,[],False,False,,False,False,,False,
0959a3c1-82f3-4523-b0b1-f0dd37566bef,True,235996749,2021-05-15T12:04:50.240Z,2021-05-15T12:04:50.240Z,20,日本疫情還嚴重嗎,0.0,False,False,{},F,淡江大學,,False,,[],False,False,,False,False,,False,
99803faa-8c66-4aa9-be63-a9d7c7eef9ac,True,235996749,2021-05-15T12:15:59.992Z,2021-05-15T12:15:59.992Z,21,"B20 一直都蠻嚴重，疫苗施打進度也算緩慢，比較無奈的是政府從沒好好宣導正確的口罩觀念，大家都知道要戴口罩，但沒有宣導要戴醫療用口罩，同事們很多都是戴布口罩或者花粉用口罩
但餐廳那些都多半已經用隔板區分很常一段時間了，電影院關閉後再開位子也是有採用梅花座位一段時間(現在不知道了，很久沒去電影院)",3.0,False,False,{},F,靜宜大學,,False,,[],False,False,,False,False,,False,
538781b5-d88d-49f9-9ebb-806001d542bb,True,235996749,2021-05-15T12:17:00.661Z,2021-05-15T12:17:00.661Z,22,我日文N87都比你翻得好,14.0,False,False,{},F,國立臺中科技大學,,False,,[],False,False,,False,False,,False,
ba545d14-cb57-4b59-ab1d-afe20851eb04,False,235996749,2021-05-15T12:40:26.800Z,2021-05-15T12:40:26.800Z,23,拜託日文不好就別丟臉了🥺,6.0,False,False,{},F,文藻外語大學,日本語文系,False,,[],False,False,,False,False,,False,
8f4597b4-4a46-4599-a886-ce24e4c93f60,True,235996749,2021-05-15T13:01:13.121Z,2021-05-15T13:01:13.121Z,24,真的喔,0.0,False,False,{},M,國立雲林科技大學,,False,,[],False,False,,False,False,,False,
40de0c08-443d-4cd5-9e9a-5e34776a1e7c,False,235996749,2021-05-15T13:36:50.633Z,2021-05-15T13:36:50.633Z,25,嗯...這日文...,7.0,False,False,{},F,東吳大學,日本語文學系,False,,[],False,False,,False,False,,False,
2e697fda-d3c4-41af-851d-e6040ccc8921,True,235996749,2021-05-15T13:52:38.211Z,2021-05-15T13:52:38.211Z,26,"攜手防疫
不搞對立

我覺得現在最重要的是大忌齊心
不要吵架",1.0,False,False,{},F,淡江大學,,False,,[],False,False,,False,False,,False,
c22bd1f5-f7cf-4d16-bc53-77e3279ead26,False,235996749,2021-05-15T13:56:21.876Z,2021-05-15T13:56:21.876Z,27,只有我看不懂嗎,0.0,True,False,{},F,👻👻,kiss_05_08,False,,[],False,False,,False,False,,False,
d9133be2-ea2d-4241-aae4-c1319d6624eb,True,235996749,2021-05-15T14:34:15.873Z,2021-05-15T14:34:15.873Z,28,看成5cn,0.0,False,False,{},M,台南應用科技大學,,False,,[],False,False,,False,False,,False,
5709d6f0-7780-487e-b93c-9b227e446096,True,235996749,2021-05-15T14:38:41.168Z,2021-05-15T14:38:41.168Z,29,你老實說 我不會笑你 你是不是偷用google翻譯🥺,6.0,False,False,{},M,東海大學,,False,,[],False,False,,False,False,,False,
aa8390ce-ab22-4d0c-a1ee-f903f3654596,False,235996749,2021-05-15T14:45:14.893Z,2021-05-15T14:45:14.893Z,30,別出來丟臉了,4.0,False,False,{},F,文藻外語大學,日本語文系,False,,[],False,False,,False,False,,False,
d2028000-c868-4441-9dfc-b6de301d5c3f,True,235994883,2021-05-15T03:03:58.928Z,2021-05-15T03:03:58.928Z,1,大家做好防疫！！,9.0,False,False,{},F,國立臺中科技大學,,False,,[],False,False,,False,False,,False,
b85b3f44-8971-4b4f-abf0-79e5cb9a792a,True,235994883,2021-05-15T03:05:22.212Z,2021-05-15T03:16:13.285Z,2,,,False,True,{},,,,False,,[],True,False,,False,False,,False,
b0b954ae-4063-4f71-877a-da70461d916d,False,235994883,2021-05-15T03:05:50.143Z,2021-05-15T03:08:03.181Z,3,B2 你可以看低卡分享的那篇啊,0.0,True,False,{},M,一隻小魯蛇,esz900718,True,,[],False,False,,False,False,,False,
4ee48776-4b29-4622-be0d-e3587bdc0a2f,True,235994883,2021-05-15T03:13:24.988Z,2021-05-15T03:13:24.988Z,4,防疫加油！💪🏻,0.0,False,False,{},F,國立屏東大學,,False,,[],False,False,,False,False,,False,
1b3ac844-8ba9-4832-a401-8a0ed0a6d0c2,True,235994883,2021-05-15T03:34:46.868Z,2021-05-15T03:34:46.868Z,5,"補習班可以趕快停了嗎
大家有去過補習班的
最好是不會有破口拉
搞什麼鬼",8.0,False,False,{},M,輔仁大學,,False,,[],False,False,,False,False,,False,
2be069d8-3b18-4819-b1ab-a6d13ce52831,True,235994883,2021-05-15T03:59:47.642Z,2021-05-15T03:59:47.642Z,6,台股星期一準備蹲,3.0,False,False,{},M,淡江大學,,False,,[],False,False,,False,False,,False,
a7f3b3d2-57a5-40a0-aad4-a344eb4819cb,True,235994883,2021-05-15T04:04:52.221Z,2021-05-15T04:04:52.221Z,7,"有些人即時行樂
https://i.imgur.com/53lQsZm.jpg",11.0,False,False,{},M,國立臺灣海洋大學,,False,,"[{'id': '5f622190-7fc7-485e-af4e-141c793205fb', 'url': 'https://i.imgur.com/53lQsZml.jpg', 'normalizedUrl': 'https://i.imgur.com/53lQsZml.jpg', 'thumbnail': 'https://i.imgur.com/53lQsZml.jpg', 'type': 'image/thumbnail', 'tags': [], 'createdAt': '2021-05-15T04:04:52.221Z', 'updatedAt': '2021-05-15T04:04:52.221Z', 'width': 1080, 'height': 2400}, {'id': '5f622190-7fc7-485e-af4e-141c793205fb', 'url': 'https://i.imgur.com/53lQsZm.jpg', 'normalizedUrl': 'https://imgur.com/53lQsZm', 'thumbnail': 'https://i.imgur.com/53lQsZml.jpg', 'type': 'image/imgur', 'tags': [], 'createdAt': '2021-05-15T04:04:52.221Z', 'updatedAt': '2021-05-15T04:04:52.221Z', 'width': 1080, 'height': 2400}]",False,False,,False,False,,False,
7a8e355a-7327-4b3b-92e2-7c7d7fe9bd60,False,235994883,2021-05-15T05:29:05.818Z,2021-05-15T05:29:05.818Z,8,B7 笑死 這不是我們XXXXX 最愛你嗎？,4.0,False,False,{},M,國立勤益科技大學,工業工程與管理系,False,,[],False,False,,False,False,,False,
d9f450f3-e145-4726-be0d-f55ecafb0d17,True,235994883,2021-05-15T05:32:14.219Z,2021-05-15T05:32:35.767Z,9,"現在一定一堆潛伏期的吧
明後天會更多
大家少出門
https://i.imgur.com/WgXEqtp.jpg",8.0,False,False,{},M,國立臺灣海洋大學,,False,,"[{'id': 'b39303a6-a202-4a58-8f12-99442095c251', 'url': 'https://i.imgur.com/WgXEqtpl.jpg', 'normalizedUrl': 'https://i.imgur.com/WgXEqtpl.jpg', 'thumbnail': 'https://i.imgur.com/WgXEqtpl.jpg', 'type': 'image/thumbnail', 'tags': [], 'createdAt': '2021-05-15T05:32:35.767Z', 'updatedAt': '2021-05-15T05:32:35.767Z', 'width': 960, 'height': 960}, {'id': 'b39303a6-a202-4a58-8f12-99442095c251', 'url': 'https://i.imgur.com/WgXEqtp.jpg', 'normalizedUrl': 'https://imgur.com/WgXEqtp', 'thumbnail': 'https://i.imgur.com/WgXEqtpl.jpg', 'type': 'image/imgur', 'tags': [], 'createdAt': '2021-05-15T05:32:35.767Z', 'updatedAt': '2021-05-15T05:32:35.767Z', 'width': 960, 'height': 960}]",False,False,,False,False,,False,
97c6b8c5-9501-49bf-bf83-38b32326dd13,True,235994883,2021-05-15T10:24:33.116Z,2021-05-15T10:24:58.482Z,10,"B7 
剛好都是社會低層 死一死比較清靜
對社會有價值的各位要好好保護自己ㄛ",4.0,False,False,{},F,中山醫學大學,,False,,[],False,False,,False,False,,False,
bd85849a-56bd-45bf-82ea-5b9dee60158e,True,235994883,2021-05-15T12:23:26.897Z,2021-05-15T12:23:26.897Z,11,B6 再蹲 再蹲 再蹲再蹲再蹲～,0.0,False,False,{},F,國立東華大學,,False,,[],False,False,,False,False,,False,
ee88eaa1-549e-409f-8a10-85cf7871885d,False,235997646,2021-05-15T08:00:57.066Z,2021-05-15T08:00:57.066Z,1,"我之前讀書也是一天盡量控制在150
因為食量不大有些便當甚至可以分兩餐吃
還有便宜ㄉ關東煮攤販那些
有時候40元就解決一餐
待業為了省錢有一次去面試一整天只喝了米漿
還是用app點數換ㄉ…
不過也不會餓 沒事兒

北部的話無解😷",7.0,False,False,{},F,台南應用科技大學,時尚設計系,False,,[],False,False,,False,False,,False,
2359017a-8d92-40d2-a642-6b5e33d2bd1b,True,235997646,2021-05-15T09:44:14.999Z,2021-05-15T09:44:14.999Z,2,不要喝飲料就可以省很多了,255.0,False,False,{},F,國立雲林科技大學,,False,,[],False,False,,False,False,,False,
2c04584c-fb23-4dfe-81a0-3686d3b92472,True,235997646,2021-05-15T09:56:20.275Z,2021-05-15T09:56:20.275Z,3,抹茶牛奶不是很貴嗎,137.0,False,False,{},F,中原大學,,False,,[],False,False,,False,False,,False,
771f5650-8261-4b65-a768-5c97ee0b96ea,False,235997646,2021-05-15T11:35:34.964Z,2021-05-15T11:35:34.964Z,4,把飲料換成一大瓶水會省很多吧,98.0,True,False,{},F,草莓奶茶,mint__24,False,,[],False,False,,False,False,,False,
e5ba418b-5f19-4f8a-b65e-c0b6d595d30e,True,235997646,2021-05-15T12:03:03.656Z,2021-05-15T12:03:27.793Z,5,"福樂的可可牛奶
放在開放式冷藏區一大罐39的那種
我不知道要吃甚麼就都喝那個
可以喝到飲料又有攝取鈣質（牛奶）",0.0,False,False,{},F,南華大學,,False,,[],False,False,,False,False,,False,
07ed39fd-b2ce-4b68-8049-7b09772464da,True,235997646,2021-05-15T12:41:26.356Z,2021-05-15T12:41:26.356Z,6,"我每天吃一餐都買49/59配 
餓的話就狂喝公司的水",2.0,False,False,{},F,耕莘健康管理專科學校,,False,,[],False,False,,False,False,,False,
5a470359-381a-453a-9751-d8f0cc1a8ba6,False,235997646,2021-05-15T12:46:28.388Z,2021-05-15T12:46:28.388Z,7,"去賣場買便宜泡麵便宜的水便宜吐司
比去7-11省吧",3.0,False,False,{},F,台南應用科技大學,時尚設計系,False,,[],False,False,,False,False,,False,
10c2a767-25a1-47c3-b355-379f8b42ccc5,True,235997646,2021-05-15T12:49:50.426Z,2021-05-15T12:49:50.426Z,8,全聯吐司一條很便宜，省錢都吃那個配水，不過長期不適合……,5.0,False,False,{},F,樹德科技大學,,False,,[],False,False,,False,False,,False,
a3622c4c-8da3-48c5-8421-a8573bae706d,True,235997646,2021-05-15T12:58:42.082Z,2021-05-15T12:58:42.082Z,9,"以前為了省錢都去全聯買吐司吃
那個超便宜",2.0,False,False,{},F,致理科技大學,,False,,[],False,False,,False,False,,False,
7ae28fec-7ac8-4e44-a04d-b4eab438f071,True,235997646,2021-05-15T13:18:27.498Z,2021-05-15T13:20:04.293Z,10,"我應該會選地瓜加茶葉蛋 
蛋10元
想喝飲料就加買豆漿 20～30左右
全家的冰烤地瓜150g 29元 (用app一次買的價格)
夯蕃薯會挑大小控制在35以內
小七我就不知道了
分時段慢慢吃 
上面的東西70左右我可以抵兩餐

搭配的早餐雖然好吃但對我來說貴又吃不飽...😭",4.0,False,False,{},F,國立中興大學,,False,,[],False,False,,False,False,,False,
ccb95efe-cfe6-44e5-af7d-8a898a4fa2b4,True,235997646,2021-05-15T13:23:47.459Z,2021-05-15T13:23:47.459Z,11,水+三角🍙飯糰,0.0,False,False,{},F,慈惠醫護管理專科學校,,False,,[],False,False,,False,False,,False,
3714144f-a26a-4a6b-9f41-85f1129a1beb,True,235997646,2021-05-15T14:02:50.388Z,2021-05-15T14:02:50.388Z,12,圖片上的錢都可以買基本的便當那些了,3.0,False,False,{},M,元培醫事科技大學,,False,,[],False,False,,False,False,,False,
4f95f85e-9efb-40dd-9ea5-da6baeb50eec,True,235997646,2021-05-15T14:10:06.714Z,2021-05-15T14:10:06.714Z,13,最好月底沒錢還會喝抹茶牛奶啦,17.0,False,False,{},F,國立臺北科技大學,,False,,[],False,False,,False,False,,False,
b3cd5d76-e42b-424e-b8df-56712325ddcb,True,235997646,2021-05-15T14:21:03.263Z,2021-05-15T14:21:03.263Z,14,"午晚餐省飲料
現在有45/55/65搭配
選那個當早餐
早上就有飲料了(我是沒有飲料不行的人...)

不然就去全聯之類的買沖泡包
通常比一般飲料便宜很多(但就沒冰喇)",1.0,False,False,{},F,國立清華大學,,False,,[],False,False,,False,False,,False,
33e2405e-482e-49c9-a064-82d23126c40a,False,235997646,2021-05-15T14:35:01.288Z,2021-05-15T14:35:01.288Z,15,全聯吐司一條37,0.0,False,False,{},F,中國科技大學,企業管理系,False,,[],False,False,,False,False,,False,
ebce19ea-e5be-4b31-a929-2c0f69881a70,True,235997646,2021-05-15T15:01:53.752Z,2021-05-15T15:01:53.752Z,16,這個畫質是發生什麼事,3.0,False,False,{},F,國立中央大學,,False,,[],False,False,,False,False,,False,
7bb99615-91c5-467e-a5ed-7e54c6c8f7a9,True,235997646,2021-05-15T15:05:16.385Z,2021-05-15T15:05:16.385Z,17,如果只能吃便利商店的話，我會選擇全家，專挑友善時光的時段去吃,5.0,False,False,{},F,長庚科技大學,,False,,[],False,False,,False,False,,False,
be313f5d-a956-4936-8823-7af14c234dd0,True,235997646,2021-05-15T16:14:48.171Z,2021-05-15T16:15:12.871Z,18,"袋裝泡麵
一包5入可以吃五餐",0.0,False,False,{},F,中國文化大學,,False,,[],False,False,,False,False,,False,
bdb3c4c5-04e2-448d-afeb-7237f6099663,True,235997646,2021-05-15T16:34:15.115Z,2021-05-15T16:34:15.115Z,19,"她挑的品項都好貴...
現在7-11的惜食好像變6折了（？）
忘記幾折 便宜很多 可以那個時間去看看",5.0,False,False,{},F,國立成功大學,,False,,[],False,False,,False,False,,False,
3018c912-8c30-437c-b4d0-b70012f93790,True,235997646,2021-05-15T16:48:12.399Z,2021-05-15T16:48:12.399Z,20,"可以盡量挑有貼貼紙的（i珍食）會有折扣
飲料要喝的話就十元鋁箔包 或大罐一點的分好幾次喝😂",0.0,False,False,{},F,致理科技大學,,False,,[],False,False,,False,False,,False,
aca25010-7a5e-4c03-aaae-3c540f6f004d,True,235997646,2021-05-15T16:50:26.606Z,2021-05-15T16:50:26.606Z,21,"7-11 i珍食65折
全家友善食光7折",2.0,False,False,{},F,南開科技大學,,False,,[],False,False,,False,False,,False,
19410f5c-6035-413e-986d-bd106cee177c,False,235997646,2021-05-15T17:00:56.371Z,2021-05-15T17:00:56.371Z,22,抹茶牛奶省錢？我誤會什麼,3.0,True,False,{},F,海豚,hooyfuagzojx,False,,[],False,False,,False,False,,False,
9eed3cae-2d72-4ff0-9e2a-927f98476531,True,235997646,2021-05-15T17:07:15.438Z,2021-05-15T17:07:15.438Z,23,吃豆漿店 選我正解,1.0,False,False,{},F,國立陽明大學,,False,,[],False,False,,False,False,,False,
44793c34-8fd6-43f9-9e4b-aea13acaa3b7,True,235997646,2021-05-15T17:12:40.701Z,2021-05-15T17:12:40.701Z,24,3餐49元,0.0,False,False,{},F,國立臺中科技大學,,False,,[],False,False,,False,False,,False,
73dd17f3-785c-47f8-8219-1309a3b62337,True,235997646,2021-05-15T17:48:28.017Z,2021-05-15T17:48:28.017Z,25,水＋茶葉蛋＋吐司或麵包,1.0,False,False,{},F,國立宜蘭大學,,False,,[],False,False,,False,False,,False,
f1f398d1-cf05-4320-a523-475a2437c545,True,235997646,2021-05-15T18:14:19.030Z,2021-05-15T18:14:19.030Z,26,"省錢怎麼會選7-11啦哈哈哈
早餐店肉蛋吐司大概35（配水）
午餐一般水餃或乾麵湯麵大概45-50
晚餐便當65（配店內湯品）
其實不喝飲料除了省錢對身體也很好，多喝水有益身體健康喔！

不過我沒特別省錢就是吃學餐的話一天不會花到150",2.0,False,False,{},F,國立高雄科技大學,,False,,[],False,False,,False,False,,False,
3e0bc61e-af8e-4f03-87d0-5285917e4ad8,True,235997646,2021-05-15T20:36:54.499Z,2021-05-15T20:39:13.918Z,27,"通常常見的微波食品是上午10點開始貼
晚上8點後會開始貼當日的i珍食喔
是65折
也就是10:00～17:00 20:00～03:00
建議買麵包當明日早餐
本來想說關東煮的
可是近日疫情的關係
自助區都撤掉了
這陣子涼麵特價49元
泡麵也都很便宜
要健康的話可以吃比較便宜的品項
例如飯糰三角跟圓形的現在第二件59折
有喝飲料習慣的話可以買10元鋁箔 也很多選擇",0.0,False,False,{},F,中國科技大學,,False,,[],False,False,,False,False,,False,
dd6eb60c-e9ea-431d-afb2-3b7f27ad67fe,False,235997646,2021-05-16T01:08:16.614Z,2021-05-16T01:08:16.614Z,28,"早餐
豆漿加茶葉蛋
午餐
39元水餃等微波冷凍食品
或39元全家御飯糰的組合
沙拉也行
晚餐
冷藏微波的咖哩飯(70左右)
或其餘微波食品

保證不會爆預算
也不至於到非常不健康",0.0,True,False,{},F,kakamomi,freedom.wang,False,,[],False,False,,False,False,,False,
90854c6d-6d6e-4a57-ae6e-d5073b763c96,True,235997646,2021-05-16T01:41:22.086Z,2021-05-16T01:41:22.086Z,29,711的地瓜。好吃又不貴。然後再兩顆茶葉蛋。香蕉一根,0.0,False,False,{},F,吳鳳科技大學,,False,,[],False,False,,False,False,,False,
66578296-989f-4146-942f-d39386b3ee27,True,235997646,2021-05-16T02:43:45.655Z,2021-05-16T02:43:45.655Z,30,吐司啊！可以撐過5天,1.0,False,False,{},F,東海大學,,False,,[],False,False,,False,False,,False,
7f17ac2b-023e-4c57-8255-646b922163ea,True,236000559,2021-05-15T13:03:39.301Z,2021-05-15T13:03:39.301Z,1,有,0.0,False,False,{},M,國立成功大學,,False,,[],False,False,,False,False,,False,
a68203f8-7a0a-477e-897a-e423e72ccf6f,True,236000559,2021-05-15T13:04:07.248Z,2021-05-15T13:04:07.248Z,2,"有⋯吧⋯⋯嗎？
不知道為什麼我覺得整篇文都怪怪的
還是我怪怪的🤣",228.0,False,False,{},F,長庚科技大學,,False,,[],False,False,,False,False,,False,
8c0069f1-f8a4-4329-b00d-2fb37733a5de,False,236000559,2021-05-15T13:06:36.193Z,2021-05-15T13:06:36.193Z,3,B2 都怪怪的,1.0,True,False,{},M,國立臺灣海洋大學,rguolf,False,,[],False,False,,False,False,,False,
35b10e41-2830-444a-a01e-e0afc8ca7709,False,236000559,2021-05-15T13:47:26.646Z,2021-05-15T13:47:26.646Z,4,B1 真的嗎？！😅,0.0,True,False,{},M,我的老闆妳好嗎？！,tv1983,True,,[],False,False,,False,False,,False,
ab8fd21d-a8a3-4416-83e4-043db5e6bb7a,False,236000559,2021-05-15T13:48:11.383Z,2021-05-15T13:48:11.383Z,5,B2 哈哈哈～所以我在發文時也掙扎了許久😅😅😅,4.0,True,False,{},M,我的老闆妳好嗎？！,tv1983,True,,[],False,False,,False,False,,False,
44bb069d-f8b0-4481-b683-9ef2c6f77cd0,False,236000559,2021-05-15T13:48:35.889Z,2021-05-15T13:48:35.889Z,6,B3 😭😭😭,0.0,True,False,{},M,我的老闆妳好嗎？！,tv1983,True,,[],False,False,,False,False,,False,
4f61c4f4-e4d1-40a0-82af-d87e9c694b1b,False,236000559,2021-05-15T14:51:28.662Z,2021-05-15T14:51:28.662Z,7,笑死哈哈哈 引人遐想,4.0,False,False,{},F,樹德科技大學,休閒與觀光管理系,False,,[],False,False,,False,False,,False,
fefbd10a-a3dc-4b4d-a16e-e9e5357febb2,True,236000559,2021-05-15T15:37:57.826Z,2021-05-15T15:38:21.183Z,8,,,False,True,{},,,,False,,[],True,False,,False,False,,False,
434cec26-9ae2-4d86-9f19-f8d0ee22ec6f,False,236000559,2021-05-15T15:38:40.614Z,2021-05-15T15:38:40.614Z,9,B2 哪裡怪🤔不就是一個鮑魚嗎🤨,0.0,True,False,{},M,聽說有好吃的義大利麵,winnie.0828,False,,[],False,False,,False,False,,False,
5241a4a1-5659-4047-9930-4ce5a65a8a91,False,236000559,2021-05-15T16:45:18.478Z,2021-05-15T16:45:18.478Z,10,B9 我不止洗一個耶！😅😅😅,2.0,True,False,{},M,我的老闆妳好嗎？！,tv1983,True,,[],False,False,,False,False,,False,
dd5e6ad4-ee52-416c-8ef4-939414943719,True,236000559,2021-05-15T17:27:39.820Z,2021-05-15T17:27:39.820Z,11,懷疑你在開車，但我沒證據,122.0,False,False,{},M,東吳大學,,False,,[],False,False,,False,False,,False,
b0017960-0785-4fe3-a8b9-4c7e82085e31,True,236000559,2021-05-15T17:52:39.047Z,2021-05-15T17:52:39.047Z,12,本來想說點什麼....但是又覺得算了...🤔,10.0,False,False,{},F,國立臺灣海洋大學,,False,,[],False,False,,False,False,,False,
a83a6ba2-ae5b-4dc3-a55f-88bb4444ad19,False,236000559,2021-05-15T17:54:45.570Z,2021-05-15T17:54:45.570Z,13,B12 妳可以說啊！🤣🤣🤣,0.0,True,False,{},M,我的老闆妳好嗎？！,tv1983,True,,[],False,False,,False,False,,False,
0ebcb7df-d382-42cf-8b19-eccc88312222,False,236000559,2021-05-15T17:55:14.638Z,2021-05-15T17:55:14.638Z,14,B7 哎唷～妳有抓住哦！🤣,0.0,True,False,{},M,我的老闆妳好嗎？！,tv1983,True,,[],False,False,,False,False,,False,
6e6f4ab7-a83d-4f92-9197-406792a158f1,True,236000559,2021-05-15T19:34:34.807Z,2021-05-15T19:34:34.807Z,15,沒有噢，沒有粉紅色都不算乾淨(？,0.0,False,False,{},M,東海大學,,False,,[],False,False,,False,False,,False,
98595891-b341-4a8c-9f37-4486e61b9c99,False,236000559,2021-05-15T21:22:19.993Z,2021-05-15T21:22:19.993Z,16,哈哈，原po下次可以在美食板問😂😂😂,0.0,True,False,{},F,啥咪,shami.shami,False,,[],False,False,,False,False,,False,
09386522-4170-40af-95da-af0ad6c97718,True,236000559,2021-05-15T23:07:29.584Z,2021-05-15T23:07:29.584Z,17,"不是想開黃腔
但一些海洋生物長的真的很像男女生殖器 
覺得很神秘
是造物者懶得想新物種嗎xD",31.0,False,False,{},F,臺北城市科技大學,,False,,[],False,False,,False,False,,False,
9b48e71f-8bde-41aa-a319-a2e32c48ceba,True,236000559,2021-05-15T23:23:02.677Z,2021-05-15T23:23:02.677Z,18,疑塞掐，然無據🤔,1.0,False,False,{},F,台南應用科技大學,,False,,[],False,False,,False,False,,False,
8c257434-8aae-4d12-af45-84ff139bc503,False,236000559,2021-05-16T00:13:27.695Z,2021-05-16T00:13:27.695Z,19,"B16 哈哈哈哈哈～好的😅
 B17 大自然的奧妙，造物者的智慧😭
 B18 呃～可以以說中文嗎？！😅",1.0,True,False,{},M,我的老闆妳好嗎？！,tv1983,True,,[],False,False,,False,False,,False,
3a4d0427-92e1-467a-a58d-6b1ce21f1379,False,236000559,2021-05-16T00:14:52.062Z,2021-05-16T00:14:52.062Z,20,B15 哇～我們兩個講的應該不是一樣的東西吧？😅😅😅,0.0,True,False,{},M,我的老闆妳好嗎？！,tv1983,True,,[],False,False,,False,False,,False,
3e140580-4ffc-45b6-bf93-26531032e7c6,True,236000559,2021-05-16T01:08:04.300Z,2021-05-16T01:08:04.300Z,21,"笑死結果是真的鮑魚
有乾淨吧 很白（？",1.0,False,False,{},F,亞洲大學,,False,,[],False,False,,False,False,,False,
6b1c84dd-bd76-4585-ba61-c0fbbe73cec9,False,236000559,2021-05-16T01:19:07.347Z,2021-05-16T01:19:07.347Z,22,B21 哈哈哈哈～謝謝回覆，我也覺得這樣應該算乾淨了🤣🤣🤣,0.0,True,False,{},M,我的老闆妳好嗎？！,tv1983,True,,[],False,False,,False,False,,False,
e25440c4-e961-468e-9e23-880ce4348d4f,False,236000559,2021-05-16T01:58:09.175Z,2021-05-16T01:58:09.175Z,23,等等又髒了,0.0,True,False,{},M,琴琴,qooapple1468,False,,[],False,False,,False,False,,False,
a6691b33-8252-4573-9868-ed130676008e,True,236000559,2021-05-16T05:04:22.328Z,2021-05-16T05:04:22.328Z,24,白嫩美,0.0,False,False,{},M,國立東華大學,,False,,[],False,False,,False,False,,False,
e1ed3c38-012c-4d84-be17-20277a039bfd,False,236000559,2021-05-16T05:11:10.406Z,2021-05-16T05:11:10.406Z,25,"B23 意有所指🤔
 B24 白嫩美加可口😋",0.0,True,False,{},M,我的老闆妳好嗎？！,tv1983,True,,[],False,False,,False,False,,False,
9d2eef5d-9c42-4ba5-b874-83923f83fa24,True,236000559,2021-05-16T06:54:34.263Z,2021-05-16T06:54:34.263Z,26,我硬了,0.0,False,False,{},M,南臺科技大學,,False,,[],False,False,,False,False,,False,
7fbc1fbe-923a-4997-9a46-91f23beae487,False,236000559,2021-05-16T07:01:19.438Z,2021-05-16T07:01:19.438Z,27,B26 閣下指的是拳頭吧？！😅,0.0,True,False,{},M,我的老闆妳好嗎？！,tv1983,True,,[],False,False,,False,False,,False,
abfe8b1f-9939-4b33-beb8-44bd2221986b,True,235997715,2021-05-15T07:22:03.987Z,2021-05-15T07:22:18.098Z,1,"1
還是我",11.0,False,False,{},F,國立臺灣大學,,False,,[],False,False,,False,False,,False,
87336637-9732-45d2-b659-712d4fdcc53b,True,235997715,2021-05-15T07:22:04.378Z,2021-05-15T07:22:34.276Z,2,"1

哭啊 台大",6.0,False,False,{},M,淡江大學,,False,,[],False,False,,False,False,,False,
